data,indicador,ano_ref,mediana
2025-12-22,Selic,2027,10.5
2025-12-29,Câmbio,2026,5.5
2025-12-29,Câmbio,2027,5.5
2025-12-29,IPCA,2026,4.0426
2025-12-29,IPCA,2027,3.8
2025-12-29,PIB Total,2026,1.8
2025-12-29,PIB Total,2027,1.8
2025-12-29,Selic,2026,12.25
2025-12-29,Selic,2027,10.5
2026-01-05,Câmbio,2026,5.5
2026-01-05,Câmbio,2027,5.5
2026-01-05,IPCA,2026,4.0732
2026-01-05,IPCA,2027,3.8
2026-01-05,PIB Total,2026,1.8
2026-01-05,PIB Total,2027,1.8
2026-01-05,Selic,2026,12.25
2026-01-05,Selic,2027,10.5
2026-01-12,Câmbio,2026,5.5
2026-01-12,Câmbio,2027,5.5
2026-01-12,IPCA,2026,4.0413
2026-01-12,IPCA,2027,3.8
2026-01-12,PIB Total,2026,1.8
2026-01-12,PIB Total,2027,1.8
2026-01-12,Selic,2026,12.25
2026-01-12,Selic,2027,10.5
2026-01-19,Câmbio,2026,5.5
2026-01-19,Câmbio,2027,5.5
2026-01-19,IPCA,2026,4.0085
2026-01-19,IPCA,2027,3.8
2026-01-19,PIB Total,2026,1.8
2026-01-19,PIB Total,2027,1.8
2026-01-19,Selic,2026,12.0
2026-01-19,Selic,2027,10.5
2026-01-26,Câmbio,2026,5.5
2026-01-26,Câmbio,2027,5.5058
2026-01-26,IPCA,2026,4.0001
2026-01-26,IPCA,2027,3.8
2026-01-26,PIB Total,2026,1.8
2026-01-26,PIB Total,2027,1.8
2026-01-26,Selic,2026,12.25
2026-01-26,Selic,2027,10.5
2026-02-02,Câmbio,2026,5.5
2026-02-02,Câmbio,2027,5.5
2026-02-02,IPCA,2026,3.9742
2026-02-02,IPCA,2027,3.8
2026-02-02,PIB Total,2026,1.801
2026-02-02,PIB Total,2027,1.8
2026-02-02,Selic,2026,12.25
2026-02-02,Selic,2027,10.5
2026-02-09,Câmbio,2026,5.5
2026-02-09,Câmbio,2027,5.5
2026-02-09,IPCA,2026,3.9595
2026-02-09,IPCA,2027,3.7955
2026-02-09,PIB Total,2026,1.8
2026-02-09,PIB Total,2027,1.8
2026-02-09,Selic,2026,12.25
2026-02-09,Selic,2027,10.5
2026-02-18,Câmbio,2026,5.5
2026-02-18,Câmbio,2027,5.5
2026-02-18,IPCA,2026,3.9491
2026-02-18,IPCA,2027,3.8
2026-02-18,PIB Total,2026,1.8005
2026-02-18,PIB Total,2027,1.8
2026-02-18,Selic,2026,12.25
2026-02-18,Selic,2027,10.5
2026-02-23,Câmbio,2026,5.45
2026-02-23,Câmbio,2027,5.5
2026-02-23,IPCA,2026,3.9077
2026-02-23,IPCA,2027,3.7987
2026-02-23,PIB Total,2026,1.8201
2026-02-23,PIB Total,2027,1.8
2026-02-23,Selic,2026,12.0
2026-02-23,Selic,2027,10.5
2026-03-02,Câmbio,2026,5.4249
2026-03-02,Câmbio,2027,5.5
2026-03-02,IPCA,2026,3.9089
2026-03-02,IPCA,2027,3.79
2026-03-02,PIB Total,2026,1.8185
2026-03-02,PIB Total,2027,1.8
2026-03-02,Selic,2026,12.0
2026-03-02,Selic,2027,10.5
2026-03-09,Câmbio,2026,5.4
2026-03-09,Câmbio,2027,5.5
2026-03-09,IPCA,2026,3.9148
2026-03-09,IPCA,2027,3.7939
2026-03-09,PIB Total,2026,1.8201
2026-03-09,PIB Total,2027,1.8
2026-03-09,Selic,2026,12.0
2026-03-09,Selic,2027,10.5
2026-03-16,Câmbio,2026,5.4
2026-03-16,Câmbio,2027,5.4656
2026-03-16,IPCA,2026,4.1037
2026-03-16,IPCA,2027,3.8
2026-03-16,PIB Total,2026,1.8306
2026-03-16,PIB Total,2027,1.8
2026-03-16,Selic,2026,12.25
2026-03-16,Selic,2027,10.5
2026-03-23,Câmbio,2026,5.4
2026-03-23,Câmbio,2027,5.45
2026-03-23,IPCA,2026,4.1783
2026-03-23,IPCA,2027,3.8019
2026-03-23,PIB Total,2026,1.8399
2026-03-23,PIB Total,2027,1.8
2026-03-23,Selic,2026,12.5
2026-03-23,Selic,2027,10.5
2026-03-30,Câmbio,2026,5.4
2026-03-30,Câmbio,2027,5.45
2026-03-30,IPCA,2026,4.3212
2026-03-30,IPCA,2027,3.8464
2026-03-30,PIB Total,2026,1.8516
2026-03-30,PIB Total,2027,1.8
2026-03-30,Selic,2026,12.5
2026-03-30,Selic,2027,10.5
2026-04-06,Câmbio,2026,5.4
2026-04-06,Câmbio,2027,5.4399
2026-04-06,IPCA,2026,4.4
2026-04-06,IPCA,2027,3.8464
2026-04-06,PIB Total,2026,1.8507
2026-04-06,PIB Total,2027,1.8
2026-04-06,Selic,2026,12.5
2026-04-06,Selic,2027,10.5
2026-04-13,Câmbio,2026,5.35
2026-04-13,Câmbio,2027,5.4
2026-04-13,IPCA,2026,4.7061
2026-04-13,IPCA,2027,3.9187
2026-04-13,PIB Total,2026,1.8521
2026-04-13,PIB Total,2027,1.8
2026-04-13,Selic,2026,12.5
2026-04-13,Selic,2027,10.55
2026-04-14,Câmbio,2026,5.35
2026-04-14,Câmbio,2027,5.4
2026-04-14,IPCA,2026,4.7081
2026-04-14,IPCA,2027,3.91
2026-04-14,PIB Total,2026,1.8506
2026-04-14,PIB Total,2027,1.8
2026-04-14,Selic,2026,12.5
2026-04-14,Selic,2027,10.75
2026-04-15,Câmbio,2026,5.35
2026-04-15,Câmbio,2027,5.4
2026-04-15,IPCA,2026,4.7114
2026-04-15,IPCA,2027,3.9274
2026-04-15,PIB Total,2026,1.8505
2026-04-15,PIB Total,2027,1.8
2026-04-15,Selic,2026,12.5
2026-04-15,Selic,2027,10.75
2026-04-16,Câmbio,2026,5.35
2026-04-16,Câmbio,2027,5.4
2026-04-16,IPCA,2026,4.7256
2026-04-16,IPCA,2027,3.9492
2026-04-16,PIB Total,2026,1.8502
2026-04-16,PIB Total,2027,1.8
2026-04-16,Selic,2026,12.75
2026-04-16,Selic,2027,10.75
2026-04-17,Câmbio,2026,5.3
2026-04-17,Câmbio,2027,5.35
2026-04-17,IPCA,2026,4.8
2026-04-17,IPCA,2027,3.9892
2026-04-17,PIB Total,2026,1.8626
2026-04-17,PIB Total,2027,1.8
2026-04-17,Selic,2026,13.0
2026-04-17,Selic,2027,11.0
